text1,text2
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='4级，强,避免曝晒'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='4级，高度危险,易燃烧'&明天市区温度='14到24'&明天永春温度='11到28'&明天沿海天气='晴'&明天山区天气='晴'&明天风='东北风4～5级阵风6～7级'&后天市区温度='15到23'&后天永春温度='15到25'&后天沿海天气='晴转多云'&后天山区天气='多云转阴'&后天风='东北风4～5级阵风6～7级'&大后天市区温度='12到19'&大后天永春温度='13到21'&大后天沿海天气='阴转晴'&大后天山区天气='小雨转多云'&大后天风='东北风6～7级阵风8～9级'",今天依旧是阳光普照的一天，全市以晴好天气为主。气温稳步升高，午后最高气温攀升至24，不过早晨的最低气温山区仅有6，沿海地区12，昼夜温差还是比较大的。11日我市仍以多云到晴的天气为主，气温维持较高，不过昼夜温差仍较大，请注意及时增减衣物，谨防感冒。受新一轮冷空气影响， 12日我市气温下降，全市将迎来一次弱降水过程，同时沿海风力加大，有8-9级东北大风，同时请滨海旅游、海上作业及过往的船只注意防范大风带来的不利影响。近期由于长期干燥少雨，空气湿度较低，全市森林火险气象风险等级高，注意防范森林火险。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='25到32'&明天永春温度='24到32'&明天沿海天气='阵雨转多云'&明天山区天气='多云'&明天风='东北风4～5级阵风6级'&后天市区温度='24到32'&后天永春温度='22到33'&后天沿海天气='晴'&后天山区天气='多云转晴'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='25到33'&大后天永春温度='23到34'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='东北风5～6级阵风7～8级'",国庆长假正式开启！，在这个举国同庆的日子，祝福祖国母亲生日快乐，伟大祖国繁荣昌盛！大家国庆节快乐！国庆期间我市的天气也是比较给力的，为大家十一黄金周的安排保驾护航。今天我市以多云天气为主，午后我市大部分乡镇最高气温达，局部乡镇的最高气温超过了。预计明天开始，我市以多云天气为主，3-4日午后最高气温仍然较高，部分乡镇最高气温超过，外出游玩注意做好防暑降温工作，及时补充水分。3日开始沿海有7～8级东北大风，沿海的朋友们要注意防范大风天气。同时，“秋意渐浓”，部分乡镇昼夜温差较大，在此提醒广大观众朋友们，夜晨外出需要适当增添衣物，谨防感冒。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='25到30'&明天永春温度='24到29'&明天沿海天气='小雨'&明天山区天气='小雨转中雨'&明天风='西南风3～4级'&后天市区温度='26到32'&后天永春温度='25到33'&后天沿海天气='多云'&后天山区天气='小雨转多云'&后天风='西南风4～5级阵风6级'&大后天市区温度='25到32'&大后天永春温度='24到31'&大后天沿海天气='多云转小雨'&大后天山区天气='阴转中雨'&大后天风='西南风4～5级转东北风5～6级阵风7级'",今天是儿童节，祝小朋友们节日快乐，然而六月的天就像孩子的脸说变就变。午后的雷阵雨，常常来得猛烈，说下就下，一不注意就被磅礴大雨淋湿。今天全市以阴天到多云天气为主，部分乡镇有阵雨，经历了前几日的降温，今天午后最高气温重新升回左右。受南风气流影响，预计明天全市仍有阵雨天气，最高气温与今天大致持平。后天起我市转为多云天气为主，气温逐步回升，市区最高气温可达，山区的部分乡镇将出现以上的高温天气，须做好防暑降温措施。夏天的短时强降水往往猝不及防，所以需要及时关注气象部门发布的预警信号做好防范措施。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='17到22'&明天永春温度='16到23'&明天沿海天气='多云'&明天山区天气='多云'&明天风='东北风6～7级阵风8～9级'&后天市区温度='16到23'&后天永春温度='15到24'&后天沿海天气='多云'&后天山区天气='多云转晴'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='16到27'&大后天永春温度='16到28'&大后天沿海天气='多云转晴'&大后天山区天气='晴'&大后天风='北风5～6级阵风7级'",受到低层切变影响，今天白天天空阴沉无比，浓厚的云层阻挡了阳光的输暖，给人带来丝丝凉意，我市大部地区也是下起了阵阵小雨。但中午前后，随着天空的打开，太阳懒洋洋地拨开云雾，午后沿海的最高温度上升至在26之间，山区最高温度在20左右。未来三日我市低层受偏北气流影响，连续的阴雨天气将结束，全市以多云天气为主，今天晚上新一股冷空气南下抵达我市，沿海风力将再次增大至阵风8-9级，同时气温将逐日降低，最高温将会有5的提升，（降低？提升？）市区最低温维持在14，在此要提醒大家近期冷空气来去反复，温度变化频繁，需要适时增添衣物，谨防感冒
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='20到26'&明天永春温度='20到27'&明天沿海天气='阴转多云'&明天山区天气='阴转多云'&明天风='东北风5～6级阵风7～8级'&后天市区温度='19到23'&后天永春温度='18到23'&后天沿海天气='多云转小雨'&后天山区天气='多云转小雨'&后天风='东北风4～5级阵风6～7级'&大后天市区温度='20到23'&大后天永春温度='19到24'&大后天沿海天气='小雨转多云'&大后天山区天气='小雨转阴'&大后天风='东北风4～5级阵风6～7级'",今天又是一个晴好天气，受副热带高压的影响，近期我市的天气舞台一直维持着天朗气清的画风，在深秋时节仍然能够享受温暖的阳光，午后大部分乡镇的最高气温达到了28。但是值得注意的是，冷空气已经开始悄然南下影响我市，受其影响，今天夜间我市气温将会较昨日有所下降，同时沿海风力将逐渐加大至7-8级，此次冷空气过程较弱，降温幅度不大，风力也不大，但是由暖转冷较为突然，大家还是要注意及时添加衣物，谨防感冒。预计未来十天我市整体降水较少，气象干旱继续发展，请大家注意节约用水；森林火险气象等级较高，要特别注意用电用火的安全。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='19到22'&明天永春温度='19到22'&明天沿海天气='小雨转中雨'&明天山区天气='小雨转大雨'&明天风='偏南风3～4级'&后天市区温度='19到24'&后天永春温度='19到27'&后天沿海天气='大雨转多云'&后天山区天气='大雨转多云'&后天风='偏南风转东北风5～6级'&大后天市区温度='18到29'&大后天永春温度='17到32'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='偏南风4～5级'",阴雨绵绵是我市近段时间天气的主旋律，今天早上我市飘起了小雨，阴云密布使得气温变得低迷，较昨天有所下降，全市白天最高气温19，体感较为凉爽。预计明天我市将以出现一次明显的降水过程，全市普降中雨到大雨，局部乡镇甚至有暴雨，气温变化不大，这次降雨有望进一步缓解前期的旱情。后天白天降水按下暂停键，乌云将散去，白天气温也会开始回升，最高气温将升至左右，人体感觉会舒适不少。暮春时节天气变化较快，忽冷忽热最易诱发感冒，大家还是要及时添衣保暖。同时也提醒观众朋友们雨天路滑，能见度较差，出行莫忘携带雨具，同时也要注意交通和行车安全。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='14到22'&明天永春温度='16到23'&明天沿海天气='小雨转阴'&明天山区天气='小雨转阴'&明天风='转西南风3～4级'&后天市区温度='15到26'&后天永春温度='17到27'&后天沿海天气='阴转多云'&后天山区天气='阴转小雨'&后天风='西南风3～4级转东北风6～7级阵风8～9级'&大后天市区温度='11到17'&大后天永春温度='12到19'&大后天沿海天气='小雨'&大后天山区天气='小雨'&大后天风='东北风6～7级阵风8～9级'",进入二月以来，太阳总是缺勤，天空时常被阴雨笼罩着，大部分地区有雨水的身影。今天清晨我市部分地区还是飘落了小雨，雨水断断续续，到了中午降雨便减弱停止，转为阴天的天气为主，午后最高气温全市大部分地区在18-20℃之间，以安溪福田乡26℃为最高，阴冷感稍许缓和。预计明天我市以阴天的天气为主，气温与今天相比略有回升。后天全市以多云的天气为主，局部有阵雨。除此之外，13日夜间起会有一股强冷空气南下影响我市，届时我市将出现明显降温。另外，冷空气影响期间，我市沿海风力较大，最大可达8～9级，请滨海旅游、海上作业及过往的船只注意防范大风带来的不利影响。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='3级，中度危险,能燃烧'&明天市区温度='19到22'&明天永春温度='19到23'&明天沿海天气='小雨'&明天山区天气='小雨转中雨'&明天风='东北风4～5级阵风6～7级'&后天市区温度='18到26'&后天永春温度='17到27'&后天沿海天气='晴'&后天山区天气='晴转多云'&后天风='东北风4～5级阵风6～7级'&大后天市区温度='19到23'&大后天永春温度='18到23'&大后天沿海天气='小雨'&大后天山区天气='小雨'&大后天风='东北风4～5级'","今天的阳光放肆的挥洒着魅力，使得宜人春风夹杂着夏天的闷热，气温一路高歌，沿海的最高温度在26之间，其中安溪和南安部分乡镇有超过32度。但是夏天不会就此报道，春天的衣服别急着收，预计今天夜间开始，我市受到低层西南暖切东伸的影响，将会出现全市小到中雨的降水，气温方面由于降水和弱冷空气的双重影响，最高温度将有6的下滑，因此提醒观众朋友们要及时的添衣保暖，同时雨天出行时需携带好雨具。此次降水过程较快，预计在26号降水趋于结束，但是27号开始又有新的一波降水影响我市，但是相较往年来说，我市降水依旧偏少，气象干旱仍持续,请注意节约用水。"
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='1级，最弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='13到17'&明天永春温度='12到16'&明天沿海天气='多云'&明天山区天气='多云转阴'&明天风='东北风6～7级阵风8～9级'&后天市区温度='10到16'&后天永春温度='9到18'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='10到17'&大后天永春温度='9到20'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='北风5～6级阵风7级'",昨天夜间到今天早晨受高空槽东移影响，大气湿层增厚，天空云系渐多，自清晨起山区普降小雨，部分乡镇有中雨，沿海地区在享受了短暂的阳光后也逐渐转为阴天。新一轮的冷空气即将到货，预计明后两天我市以多云天气为主，在冷空气的影响下，气温有所下降，6日白天最高气温13-18℃，同时沿海风力较大，东北阵风可达8-9级。此次冷空气相较之前较弱，温度不会出现断崖式下降，但近期气温变化就像坐过山车一样来回波动，在这提醒市民朋友注意天气变化，适时添衣保暖，避免着凉感冒。同时沿海风力较大，要注意防范沿海大风对航运、滨海旅游和近海养殖等行业的不利影响。
"中暑指数='1级，不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='2级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧，难蔓延'&明天市区温度='18到21'&明天永春温度='17到22'&明天沿海天气=' 阴转多云'&明天山区天气='阴转多云'&明天风='东北风6～7级阵风8～9级'&后天市区温度='17到22'&后天永春温度='15到23'&后天沿海天气='多云转阵雨'&后天山区天气='多云转阴'&后天风='东北风6～7级阵风8～9级转东北风5～6级阵风7～8级'&大后天市区温度='18到23'&大后天永春温度='17到24'&大后天沿海天气='阵雨转多云 '&大后天山区天气='阵雨转多云'&大后天风='东北风5～6级阵风7～8级'",受冷空气影响，今天我市天气以阴天为主，阳光稍显逊色，部分地区有小雨。午后最高气温沿海地区在21左右，而山区则是在17，还是能感觉到阵阵凉意的。预计明天我市天气依旧以阴天为主，而到了后天部分地区有小雨。明后气温相较今天变化不大，夜晨气温仍较低，请市民朋友们及时关注天气变化，早晚记得添衣保暖，做好保暖工作，谨防着凉感冒。受冷空气影响4-6日我市沿海将有8-9级东北大风，这瑟瑟寒风一直持续到7日才有所减弱，气温随之逐步回升。沿海风力较大，请海上航行和作业船只注意安全，滨海旅游、户外设施、港口作业等注意防范大风带来的不利影响。
"中暑指数='3级，可能中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='3级，炎热,很不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='27到34'&明天永春温度='25到35'&明天沿海天气='多云'&明天山区天气='多云转小雨'&明天风='西南风3～4级阵风5级'&后天市区温度='26到33'&后天永春温度='24到34'&后天沿海天气='晴'&后天山区天气='多云转晴'&后天风='西南风3～4级阵风5级'&大后天市区温度='26到34'&大后天永春温度='24到35'&大后天沿海天气='晴'&大后天山区天气='小雨转晴'&大后天风='西风3～4级阵风5级'",今天太阳又早早地打卡上岗了，注定又是晴热的一天，云量较昨日明显减少，因此午后最高气温较昨日有所上升，超过35℃的范围明显扩大，其中部分乡镇还超过了37℃，以泉港区涂岭镇39.4℃为全市最高。预计明后两天，副高脊线稳定位于北纬30度附近，我市处于副高南部边缘，仍以晴到多云天气为主，午后部分乡镇有阵雨或雷阵雨，其中7日山区局部有中到大雨，雷雨时局部伴有短时强降水、强雷暴等强对流天气。雨水会带来短暂的降温，但由于湿度增加，体感上仿佛在蒸桑拿。提醒广大市民朋友们，防暑降温工作不能松懈。另外也要注意防范午后强对流天气对户外活动和农业生产带来的不利影响。
"中暑指数='3级，可能中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='3级，中度危险,能燃烧'&明天市区温度='27到32'&明天永春温度='25到32'&明天沿海天气='阵雨'&明天山区天气='阵雨，局部有中雨'&明天风='西南风4～5级阵风6级'&后天市区温度='27到32'&后天永春温度='25到33'&后天沿海天气='阵雨转多云'&后天山区天气='阵雨'&后天风='西南风4～5级阵风6级'&大后天市区温度='27到33'&大后天永春温度='25到33'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='西南风4～5级阵风6级'",今天我市受西南气流影响，空气湿度较大，云系较多，一大早厚厚的云层就遮挡住太阳的热情，今天全市大部分乡镇最高气温普遍在左右，体感也不会很炎热。但随着午后山区对流天气开始发展，其中南安、永春和安溪的部分乡镇出现短时强降水，局部甚至出现暴雨。预计明后两天随着副热带高压逐渐加强，受偏南气流的影响，我市天气格局变化不大，午后山区多阵雨或雷阵雨，最高气温在左右，湿度较大，云系较多，出行体感较为舒适。在此提醒广大市民朋友们，需要注意局部地区出现的强对流天气对农业生产和户外活动的不利影响。近期天气变化频繁，出行常备晴雨两用伞，遮阳避雨两不误。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='10到21'&明天永春温度='7到23'&明天沿海天气='晴'&明天山区天气='晴'&明天风='东北风4～5级阵风6级'&后天市区温度='13到22'&后天永春温度='11到24'&后天沿海天气='晴转多云'&后天山区天气='晴'&后天风='东北风4～5级'&大后天市区温度='13到23'&大后天永春温度='12到25'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风3～4级'",今天是国际妇女节，在此祝各位女同胞们节日快乐。受西北气流控制，今天我市的天气晴朗，午后大部分地区的最高气温在上下，春意盎然的好天气非常适合女神们外出游玩。预计未来三天这样的好天气将继续陪伴着大家，在暖阳的助力下，最高气温将稳步攀升至22，虽然白天暖意融融，然而在晴空辐射的作用下，夜晨的最低气温还是比较低迷的，沿海在10之间，山区大部不足，昼夜温差较大，提醒早出晚归的市民朋友们一定要多穿一件，谨防着凉感冒。最近一段时间晴好和温暖是天气舞台的主旋律，非常适合开展春耕春播和植树造林，农民朋友们要充分抓住有利天时，开展农事活动。
"中暑指数='2级，一般不会中暑'&感冒指数='1级，感冒不易发生'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='19到28'&明天永春温度='19到29'&明天沿海天气='多云'&明天山区天气='多云'&明天风='偏南风3～4级'&后天市区温度='22到30'&后天永春温度='22到31'&后天沿海天气='阴转小雨'&后天山区天气='阴转小雨'&后天风='偏南风4～5级阵风6级'&大后天市区温度='21到29'&大后天永春温度='21到30'&大后天沿海天气='多云转小雨'&大后天山区天气='小雨'&大后天风='偏南风4～5级'","随着高空槽入海，我市的阴雨天气终于告一段落，早晨云系依然较多，中午前后天空逐渐打开，久违的阳光一扫前几日的阴冷，午后大部分地区的最高气温攀升到了24-27℃之间，德化水口镇甚至达到了30.2℃。不过阳光的体验卡明天就是最后一天了，受西南气流的影响，后天开始阴雨天气又将开始驻扎在我市了，全市有阵雨,山区部分乡镇有中雨，由于对流条件较好，此次降水过程局地可能伴有雷雨大风、短时强降水等强对流天气。受暖湿气流影响，未来几天气温较前期将明显回升，最高气温将达到27-30℃左右。最近雨水频繁、气温多变，提醒市民朋友们及时关注最新的预报，合理调整着装和安排出行。"
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='21到27'&明天永春温度='19到28'&明天沿海天气='多云'&明天山区天气='阴'&明天风='东北风5～6级阵风7～8级'&后天市区温度='19到24'&后天永春温度='15到27'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='19到26'&大后天永春温度='17到28'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='东北风6～7级阵风8～9级'",近几天都维持着早晨阳光明媚的天气，午后大部分乡镇的最高气温维持在28之间，并且空气湿度较大，人体感觉较为闷热。受新一轮冷空气的影响，预计未来三天，我市以晴到多云的天气为主，气温方面的话，最高温度和今天相比略有下降1，各个乡镇的最低气温下降2。同时预计从今天夜里起，我市沿海风力逐渐增强，10～12日我市沿海最大风力6～7级阵风8～9级，请注意防范沿海大风天气对滨海旅游、航运和渔业等行业的不利影响。近期秋天的氛围渐渐浓郁，昼夜温差较大，再加上天气干燥，感冒频发，提醒市民朋友要时刻关注天气变化，及时增添衣物和补充水分，谨防感冒。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='25到30'&明天永春温度='25到31'&明天沿海天气='多云转阴'&明天山区天气='多云'&明天风='东北风5～6级阵风7～8级'&后天市区温度='24到30'&后天永春温度='23到32'&后天沿海天气='阴转多云'&后天山区天气='阴转多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='24到30'&大后天永春温度='23到31'&大后天沿海天气='阴转多云'&大后天山区天气='多云'&大后天风='东北风6～7级阵风8～9级'",今天是重阳节，正是北方秋高气爽、暑气消散之时，所以重阳节自古便有登高赏菊等习俗，然而身处福建的我们感受到的却是气温继续飙升，今天午后全市大部分乡镇的最高气温相比昨日又上升了左右，以安溪福田乡为最高。预计今日夜间开始冷空气将率先从沿海渗透南下，受其影响明后天的高温将明显回落至上下，与此同时沿海大风也将开始“喧嚣”，预计今天夜间开始阵风可达8-9级且会一直持续至假期结束，海边的朋友请关注大风对航运、滨海旅游和渔业的不利影响。最后还要提醒市民朋友们，气温骤降，请及时增添衣物，谨防感冒。
